line_number,trans_date_trans_time,merchant,category,amt,gender,city,state,city_pop,job,unix_time,is_fraud,age
12152,2019-11-12 21:15:48,fraud_Schoen Ltd,kids_pets,55.1,M,Weeping Water,NE,1517,Dealer,1352754948,0,73
12153,2019-11-12 22:06:41,"fraud_Metz, Russel and Metz",kids_pets,92.88,F,North Loup,NE,509,"Nurse, children's",1352758001,0,44
12154,2019-11-12 22:53:14,"fraud_Cole, Hills and Jewess",home,14.97,M,Reno,NV,276896,Immunologist,1352760794,0,27
12155,2019-11-12 23:49:21,fraud_Gislason Group,travel,4.29,F,New Ellenton,SC,2206,Biomedical scientist,1352764161,0,37
12156,2019-11-13 00:46:44,"fraud_Zboncak, Rowe and Murazik",shopping_net,113.65,M,Orr,MN,1680,Horticultural therapist,1352767604,0,48
12157,2019-11-13 01:59:41,"fraud_Lind, Huel and McClure",gas_transport,80.56,M,Thida,AR,111,Careers information officer,1352771981,0,24
12158,2019-11-13 03:14:19,"fraud_Douglas, Schneider and Turner",shopping_pos,12.51,F,Catawba,VA,1363,Equality and diversity officer,1352776459,0,84
12159,2019-11-13 04:19:19,fraud_Nader-Heller,misc_net,17.45,M,Arcadia,MI,680,"Designer, jewellery",1352780359,0,57
12160,2019-11-13 05:42:39,"fraud_Bahringer, Osinski and Block",food_dining,199.96,F,Belle Fourche,SD,8007,Hospital pharmacist,1352785359,0,84
12161,2019-11-13 07:03:43,"fraud_Olson, Becker and Koch",gas_transport,63.31,F,Sutherland,NE,1789,Insurance broker,1352790223,0,42
12162,2019-11-13 08:16:58,fraud_Murray-Smitham,grocery_pos,85.76,M,Milner,GA,4138,Field seismologist,1352794618,0,55
12163,2019-11-13 09:19:20,fraud_Runolfsson and Sons,grocery_net,33.17,M,Jackson,MS,233060,"Horticulturist, commercial",1352798360,0,52
12164,2019-11-13 10:22:05,fraud_Luettgen PLC,gas_transport,81.24,F,Irvine,PA,528,Chief Marketing Officer,1352802125,0,52
12165,2019-11-13 11:37:37,fraud_Bernhard Inc,gas_transport,73.0,M,Edmond,OK,116001,Media buyer,1352806657,0,31
12166,2019-11-13 12:28:34,fraud_Gibson-Deckow,entertainment,8.76,M,Port Ewen,NY,2471,Heritage manager,1352809714,0,58
12167,2019-11-13 13:22:00,"fraud_Ritchie, Bradtke and Stiedemann",travel,7.64,F,Spirit Lake,ID,4161,Production manager,1352812920,0,67
12168,2019-11-13 13:57:36,"fraud_Graham, Hegmann and Hammes",food_dining,7.47,F,Esbon,KS,242,Tourism officer,1352815056,0,37
12169,2019-11-13 14:48:43,fraud_Bernier and Sons,kids_pets,69.53,F,Oolitic,IN,1228,Counsellor,1352818123,0,33
12170,2019-11-13 15:50:24,fraud_Bode-Schuster,kids_pets,55.02,F,Altair,TX,106,"Editor, film/video",1352821824,0,41
12171,2019-11-13 16:39:30,fraud_Waelchi-Wolf,kids_pets,63.26,F,Greenwood,IN,78968,Financial adviser,1352824770,0,56
12172,2019-11-13 17:16:43,fraud_Boyer-Haley,travel,2.46,M,Port Ewen,NY,2471,Heritage manager,1352827003,0,58
12173,2019-11-13 17:52:39,fraud_Schimmel-Olson,kids_pets,3.95,M,Tekoa,WA,895,Clothing/textile technologist,1352829159,0,25
12174,2019-11-13 18:47:06,fraud_Mohr Inc,shopping_pos,134.46,M,Rumely,MI,137,Film/video editor,1352832426,0,34
12175,2019-11-13 19:32:20,fraud_Friesen Ltd,health_fitness,75.68,M,Dumont,CO,565,Mental health nurse,1352835140,0,46
12176,2019-11-13 20:22:53,"fraud_O'Connell, Botsford and Hand",home,28.85,F,Irvine,PA,528,Chief Marketing Officer,1352838173,0,52
12177,2019-11-13 20:53:06,"fraud_Dare, Casper and Bartoletti",kids_pets,64.7,F,Mc Clellandtown,PA,2379,"Sales professional, IT",1352839986,0,53
12178,2019-11-13 21:39:54,fraud_Donnelly LLC,entertainment,136.77,F,Tyler,TX,144160,Sports development officer,1352842794,0,40
12179,2019-11-13 22:20:14,"fraud_Weber, Thiel and Hammes",kids_pets,54.13,M,Graniteville,VT,970,Agricultural consultant,1352845214,0,31
12180,2019-11-13 23:07:02,fraud_Kerluke Inc,misc_net,7.7,F,Clayton,OK,1760,Occupational psychologist,1352848022,0,52
12181,2019-11-13 23:45:29,fraud_Stark-Koss,home,15.27,M,Ollie,IA,568,Commercial horticulturist,1352850329,0,55
12182,2019-11-14 00:34:55,"fraud_Raynor, Feest and Miller",gas_transport,46.49,F,Uledi,PA,328,Tree surgeon,1352853295,0,41
12183,2019-11-14 01:46:59,fraud_Kuphal-Predovic,misc_net,3.04,F,New York City,NY,1577385,Herbalist,1352857619,0,43
12184,2019-11-14 02:33:30,fraud_Deckow-O'Conner,grocery_pos,85.0,F,Tiptonville,TN,5577,Geochemist,1352860410,0,59
12185,2019-11-14 03:20:59,fraud_Price Inc,shopping_net,6.96,M,Harrington Park,NJ,4664,"Radiographer, diagnostic",1352863259,0,59
12186,2019-11-14 04:28:37,"fraud_Mosciski, Gislason and Mertz",grocery_pos,188.63,F,Indianapolis,IN,910148,Firefighter,1352867317,0,49
12187,2019-11-14 05:24:56,fraud_Trantow PLC,grocery_net,36.5,M,Romulus,MI,31515,Police officer,1352870696,0,53
12188,2019-11-14 06:21:19,"fraud_Terry, Johns and Bins",misc_pos,39.97,M,Pointe Aux Pins,MI,95,Electrical engineer,1352874079,0,30
12189,2019-11-14 07:30:11,"fraud_Lehner, Reichert and Mills",misc_pos,11.17,F,Sherman,TX,46563,Systems developer,1352878211,0,54
12190,2019-11-14 08:40:06,"fraud_Jones, Sawayn and Romaguera",misc_net,4.04,M,Monetta,SC,1514,Chief Strategy Officer,1352882406,0,58
12191,2019-11-14 09:25:51,"fraud_Heller, Gutmann and Zieme",grocery_pos,184.54,F,Philadelphia,PA,1526206,Structural engineer,1352885151,0,39
12192,2019-11-14 10:34:09,fraud_Dooley Inc,shopping_pos,3.94,M,Allentown,NY,239,Radio producer,1352889249,0,68
12193,2019-11-14 11:34:07,fraud_Kuhic Inc,grocery_pos,89.18,F,O Brien,TX,178,Warden/ranger,1352892847,0,41
12194,2019-11-14 12:25:46,"fraud_Lubowitz, Terry and Stracke",personal_care,7.03,F,Philadelphia,PA,1526206,Commercial horticulturist,1352895946,0,52
12195,2019-11-14 13:10:10,fraud_Gaylord-Powlowski,home,35.12,M,Warren,MI,134056,"Doctor, hospital",1352898610,0,44
12196,2019-11-14 13:48:49,fraud_Bashirian Group,shopping_net,92.41,F,Pecos,TX,12747,"Merchandiser, retail",1352900929,0,37
12197,2019-11-14 14:35:33,fraud_Howe PLC,entertainment,1.05,M,Espanola,NM,18408,Historic buildings inspector/conservation officer,1352903733,0,52
12198,2019-11-14 15:10:37,"fraud_Crist, Jakubowski and Littel",home,79.36,M,Shippingport,PA,198,Secretary/administrator,1352905837,0,46
12199,2019-11-14 15:40:54,fraud_Zboncak Ltd,food_dining,18.79,F,Ford,VA,1051,Chief Operating Officer,1352907654,0,48
12200,2019-11-14 16:28:15,fraud_Mosciski Group,travel,475.33,M,Cazenovia,WI,1360,Occupational hygienist,1352910495,0,40
12201,2019-11-14 17:06:31,fraud_Christiansen-Gusikowski,misc_pos,541.43,M,Murfreesboro,TN,158701,"Journalist, newspaper",1352912791,0,46
12202,2019-11-14 17:46:41,"fraud_Lang, Towne and Schuppe",kids_pets,34.62,F,Dunlevy,PA,427,Mining engineer,1352915201,0,73
12203,2019-11-14 18:17:54,fraud_Leannon-Ward,food_dining,67.33,F,Shields,ND,77,Film/video editor,1352917074,0,34
12204,2019-11-14 18:52:34,fraud_Gerhold LLC,home,21.45,F,Kansas City,MO,545147,Counsellor,1352919154,0,37
12205,2019-11-14 19:34:13,fraud_Lynch-Wisozk,home,4.94,F,Arcadia,SC,530,Animal technologist,1352921653,0,35
12206,2019-11-14 20:17:25,fraud_Haag-Blanda,food_dining,60.96,M,Helm,CA,123,Early years teacher,1352924245,0,51
12207,2019-11-14 20:50:35,"fraud_Koss, Hansen and Lueilwitz",home,153.32,M,Great Mills,MD,5927,Art therapist,1352926235,0,51
12208,2019-11-14 21:26:49,fraud_Schmeler-Howe,personal_care,10.47,F,Baroda,MI,3104,"Horticulturist, commercial",1352928409,0,43
12209,2019-11-14 22:06:36,fraud_Fisher-Schowalter,shopping_net,969.97,M,Haw River,NC,6006,Paramedic,1352930796,1,40
12210,2019-11-14 22:43:05,fraud_Dooley-Thompson,misc_net,712.14,M,Bryant,WI,1080,Information systems manager,1352932985,1,45
12211,2019-11-14 23:19:23,"fraud_Kihn, Abernathy and Douglas",shopping_net,1.77,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",1352935163,0,47
12212,2019-11-14 23:57:28,"fraud_Streich, Dietrich and Barton",shopping_net,4.27,F,Morrisdale,PA,3688,Dispensing optician,1352937448,0,37
12213,2019-11-15 00:55:04,"fraud_Ferry, Reichel and DuBuque",grocery_net,43.27,F,Barnstable,MA,1850,Counselling psychologist,1352940904,0,60
12214,2019-11-15 01:57:27,"fraud_Nienow, Ankunding and Collier",misc_pos,229.33,M,Cuyahoga Falls,OH,47772,Equities trader,1352944647,0,58
12215,2019-11-15 03:05:09,fraud_Cassin-Harvey,grocery_net,13.9,M,Emmons,MN,744,Communications engineer,1352948709,1,56
12216,2019-11-15 04:09:43,"fraud_Gottlieb, Considine and Schultz",shopping_net,2.75,F,Rochester,KY,443,"Development worker, international aid",1352952583,0,77
12217,2019-11-15 05:04:08,fraud_Harris Inc,gas_transport,65.83,F,Fenelton,PA,2054,Operations geologist,1352955848,0,61
12218,2019-11-15 06:05:38,fraud_Bins-Rice,gas_transport,57.91,F,Center Point,WV,255,Chief Executive Officer,1352959538,0,53
12219,2019-11-15 07:06:53,"fraud_Schaefer, Maggio and Daugherty",gas_transport,68.42,F,Oolitic,IN,1228,Counsellor,1352963213,0,33
12220,2019-11-15 08:06:53,fraud_Kihn Inc,shopping_pos,9.02,M,Linthicum Heights,MD,9784,"Conservator, furniture",1352966813,0,100
12221,2019-11-15 08:59:36,fraud_Schmitt Inc,gas_transport,84.43,F,Ratcliff,TX,43,"Engineer, production",1352969976,0,75
12222,2019-11-15 10:07:32,fraud_Kutch-Hegmann,grocery_net,25.1,F,Winger,MN,516,Applications developer,1352974052,0,58
12223,2019-11-15 10:56:10,fraud_Kunze Inc,grocery_pos,122.37,M,Ruth,NV,450,Interpreter,1352976970,0,78
12224,2019-11-15 12:01:00,fraud_Ankunding LLC,shopping_net,5.22,F,Azusa,CA,59705,Civil Service fast streamer,1352980860,0,41
12225,2019-11-15 12:40:49,fraud_Kautzer and Sons,personal_care,70.08,M,Collegeville,MN,1536,Farm manager,1352983249,0,43
12226,2019-11-15 13:23:57,fraud_Hermann and Sons,shopping_pos,3.3,F,Bradley,SC,1523,Research scientist (physical sciences),1352985837,0,40
12227,2019-11-15 14:06:30,fraud_Ernser-Lynch,food_dining,20.5,M,Mc Veytown,PA,4653,Nutritional therapist,1352988390,0,27
12228,2019-11-15 14:50:20,fraud_Cartwright PLC,kids_pets,8.22,F,Clayton,OK,1760,Occupational psychologist,1352991020,0,52
12229,2019-11-15 15:22:06,fraud_Cormier LLC,health_fitness,17.11,F,Armagh,PA,922,Early years teacher,1352992926,0,52
12230,2019-11-15 16:05:27,fraud_Schumm PLC,health_fitness,55.51,F,Philadelphia,PA,1526206,Structural engineer,1352995527,0,39
12231,2019-11-15 16:38:25,fraud_Hoppe-Parisian,kids_pets,3.49,F,Thompson,UT,46,"Surveyor, minerals",1352997505,0,37
12232,2019-11-15 17:15:50,fraud_Lynch-Wisozk,home,114.49,F,Jones,AL,1089,Materials engineer,1352999750,0,53
12233,2019-11-15 17:54:56,fraud_Reilly LLC,home,93.77,M,Easton,KS,1442,Air broker,1353002096,0,42
12234,2019-11-15 18:34:47,fraud_Kautzer and Sons,personal_care,83.25,F,Breesport,NY,520,Psychotherapist,1353004487,0,33
12235,2019-11-15 19:18:00,"fraud_Kling, Howe and Schneider",home,139.62,F,Phoenix,AZ,1312922,Contractor,1353007080,0,43
12236,2019-11-15 19:56:08,fraud_Kub-Heaney,health_fitness,25.44,M,Cedar,MI,3096,"Social research officer, government",1353009368,0,49
12237,2019-11-15 20:36:37,fraud_Stark-Batz,entertainment,79.14,M,Norwalk,CA,105549,Firefighter,1353011797,0,51
12238,2019-11-15 21:18:14,fraud_Terry-Huel,shopping_net,11.96,F,Indianapolis,IN,910148,Firefighter,1353014294,0,49
12239,2019-11-15 21:52:20,fraud_Kozey-Boehm,shopping_net,8.12,M,Highland,IN,23727,Community arts worker,1353016340,0,42
12240,2019-11-15 22:29:26,fraud_Schoen Ltd,kids_pets,6.87,F,Barnard,SD,63,Systems developer,1353018566,0,55
12241,2019-11-15 23:05:53,"fraud_Reinger, Weissnat and Strosin",food_dining,15.15,M,Birmingham,AL,493806,Musician,1353020753,0,44
12242,2019-11-15 23:46:51,"fraud_Daugherty, Pouros and Beahan",shopping_pos,191.1,M,Tekoa,WA,895,Clothing/textile technologist,1353023211,0,25
12243,2019-11-16 00:23:07,fraud_Mante Group,misc_net,2.49,F,Cranks,KY,581,"Psychologist, counselling",1353025387,0,57
12244,2019-11-16 00:58:55,"fraud_Schaefer, Maggio and Daugherty",gas_transport,44.94,M,Mallie,KY,798,Facilities manager,1353027535,0,98
12245,2019-11-16 01:37:27,"fraud_Swift, Bradtke and Marquardt",grocery_net,37.93,F,Saint Amant,LA,10076,"Surveyor, rural practice",1353029847,0,47
12246,2019-11-16 02:18:44,fraud_Koss and Sons,gas_transport,56.02,F,Brunson,SC,1725,Social researcher,1353032324,0,50
12247,2019-11-16 02:55:08,fraud_Conroy-Cruickshank,gas_transport,52.62,F,Thrall,TX,1766,Press sub,1353034508,0,48
12248,2019-11-16 03:34:53,fraud_Padberg-Welch,grocery_pos,112.27,F,Plantersville,AL,1412,Drilling engineer,1353036893,0,54
12249,2019-11-16 04:16:02,fraud_Huels-Nolan,gas_transport,50.95,M,Highland,IN,23727,Community arts worker,1353039362,0,42
12250,2019-11-16 05:03:06,"fraud_Streich, Hansen and Veum",gas_transport,88.76,F,Manville,WY,241,Educational psychologist,1353042186,0,44
12251,2019-11-16 05:54:34,fraud_Collier Inc,grocery_net,84.39,F,Newhall,CA,34882,Health physicist,1353045274,0,53
12252,2019-11-16 06:29:47,"fraud_Stokes, Christiansen and Sipes",grocery_net,47.26,M,Naples,FL,276002,"Programme researcher, broadcasting/film/video",1353047387,0,45
12253,2019-11-16 07:14:09,fraud_Kuhic Inc,grocery_pos,76.95,F,Sunflower,MS,1686,"Education officer, community",1353050049,0,38
12254,2019-11-16 07:56:45,fraud_Cole PLC,grocery_pos,185.83,F,New York City,NY,1577385,Herbalist,1353052605,0,43
12255,2019-11-16 08:35:02,"fraud_Towne, Walker and Borer",grocery_net,33.6,F,Diamond,OH,2644,"Engineer, biomedical",1353054902,0,41
12256,2019-11-16 09:21:21,fraud_Padberg-Welch,grocery_pos,171.35,F,Hinckley,OH,7646,Medical sales representative,1353057681,0,36
12257,2019-11-16 10:02:31,fraud_McDermott-Rice,misc_pos,35.17,M,Leetsdale,PA,1140,"Administrator, education",1353060151,0,38
12258,2019-11-16 10:45:16,fraud_Pouros-Conroy,shopping_pos,132.63,M,Avera,GA,741,Claims inspector/assessor,1353062716,0,38
12259,2019-11-16 11:27:03,fraud_Ledner-Pfannerstill,gas_transport,77.51,M,Chester,MD,5848,Paediatric nurse,1353065223,0,43
12260,2019-11-16 12:09:58,fraud_Bednar PLC,kids_pets,123.35,M,Grenada,CA,589,Systems analyst,1353067798,0,78
12261,2019-11-16 12:32:04,fraud_Dietrich-Fadel,health_fitness,29.82,M,Nelson,NE,732,Television/film/video producer,1353069124,0,68
12262,2019-11-16 12:58:43,fraud_Schmeler-Howe,personal_care,34.33,M,June Lake,CA,633,Health service manager,1353070723,0,97
12263,2019-11-16 13:26:47,fraud_Botsford Ltd,shopping_pos,124.92,M,Williamsburg,MO,710,Glass blower/designer,1353072407,0,54
12264,2019-11-16 13:55:03,fraud_Schimmel-Olson,kids_pets,7.76,F,Orient,WA,149,Special educational needs teacher,1353074103,0,46
12265,2019-11-16 14:20:17,fraud_Medhurst PLC,shopping_net,2.96,M,Morrisdale,PA,3688,Advice worker,1353075617,0,51
12266,2019-11-16 14:54:24,"fraud_Roob, Conn and Tremblay",shopping_pos,96.97,M,Heiskell,TN,4729,"Geologist, wellsite",1353077664,0,42
12267,2019-11-16 15:22:20,"fraud_Daugherty, Pouros and Beahan",shopping_pos,4.33,F,Moundsville,WV,16183,Physiotherapist,1353079340,0,47
12268,2019-11-16 15:52:10,fraud_Bednar Inc,travel,2.41,M,Allentown,NY,239,Radio producer,1353081130,0,68
12269,2019-11-16 16:20:19,fraud_Crona and Sons,kids_pets,6.94,F,Napa,CA,94014,Airline pilot,1353082819,0,39
12270,2019-11-16 16:49:18,"fraud_Daugherty, Pouros and Beahan",shopping_pos,9.46,M,Southfield,MI,75830,"Engineer, automotive",1353084558,0,49
12271,2019-11-16 17:17:22,fraud_Schuppe LLC,entertainment,78.85,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",1353086242,0,47
12272,2019-11-16 17:42:32,"fraud_Feil, Hilpert and Koss",food_dining,5.09,F,Philadelphia,PA,1526206,Commercial horticulturist,1353087752,0,52
12273,2019-11-16 18:06:08,"fraud_Nienow, Barrows and Romaguera",personal_care,36.49,F,Manville,WY,241,Educational psychologist,1353089168,0,44
12274,2019-11-16 18:35:50,fraud_Hermann and Sons,shopping_pos,9.35,F,Creola,OH,321,"Copywriter, advertising",1353090950,0,45
12275,2019-11-16 19:04:06,"fraud_Quitzon, Green and Bashirian",shopping_pos,2.09,M,Naples,FL,276002,"Programme researcher, broadcasting/film/video",1353092646,0,45
12276,2019-11-16 19:28:21,fraud_McKenzie-Huels,food_dining,66.16,F,Prosperity,SC,8333,Archaeologist,1353094101,0,30
12277,2019-11-16 19:57:39,fraud_Medhurst Inc,home,41.89,F,Grover,NC,5621,Toxicologist,1353095859,0,51
12278,2019-11-16 20:27:13,"fraud_Walter, Hettinger and Kessler",personal_care,21.46,F,Florence,MS,19685,Fine artist,1353097633,0,39
12279,2019-11-16 20:58:48,"fraud_Daugherty, Pouros and Beahan",shopping_pos,4.09,F,Lowville,NY,8830,Theme park manager,1353099528,0,33
12280,2019-11-16 21:29:02,fraud_Lind-Buckridge,entertainment,68.84,F,Fort Myers,FL,224256,Paramedic,1353101342,0,39
12281,2019-11-16 21:57:19,"fraud_Walter, Hettinger and Kessler",personal_care,39.25,F,Phoenix,AZ,1312922,Counselling psychologist,1353103039,0,25
12282,2019-11-16 22:27:21,fraud_Zboncak Ltd,food_dining,1.81,F,Cowlesville,NY,1166,Colour technologist,1353104841,0,41
12283,2019-11-16 22:48:31,fraud_Bahringer Group,health_fitness,14.93,F,Gadsden,AL,67082,Ceramics designer,1353106111,0,54
12284,2019-11-16 23:11:42,fraud_Morissette-Schaefer,personal_care,68.56,F,Moro,IL,2401,"Buyer, industrial",1353107502,0,52
12285,2019-11-16 23:41:02,"fraud_Hills, Hegmann and Schaefer",health_fitness,28.16,F,Manville,WY,241,Educational psychologist,1353109262,0,44
12286,2019-11-17 00:09:19,fraud_Murray-Smitham,grocery_pos,44.42,M,Riverton,WY,19408,"Lecturer, higher education",1353110959,0,31
12287,2019-11-17 00:43:07,fraud_Cummings LLC,gas_transport,44.49,M,Westport,KY,564,Pensions consultant,1353112987,0,28
12288,2019-11-17 01:08:50,fraud_Heathcote LLC,shopping_net,1.15,F,Laguna Hills,CA,45303,Sales executive,1353114530,0,54
12289,2019-11-17 01:46:16,fraud_Christiansen-Gusikowski,misc_pos,4.53,F,Hampton,VA,136895,Accounting technician,1353116776,0,85
12290,2019-11-17 02:16:28,fraud_Thiel PLC,misc_pos,21.15,M,Marienville,PA,4172,"Copywriter, advertising",1353118588,0,62
12291,2019-11-17 02:58:02,fraud_Skiles-Ankunding,grocery_net,67.32,F,Philadelphia,PA,1526206,Structural engineer,1353121082,0,39
12292,2019-11-17 03:41:25,fraud_Miller-Hauck,grocery_pos,60.17,M,San Antonio,TX,1595797,Land,1353123685,0,29
12293,2019-11-17 04:19:14,fraud_McDermott-Weimann,grocery_pos,77.22,M,Gretna,LA,55581,Biomedical scientist,1353125954,0,52
12294,2019-11-17 04:53:35,fraud_Torp-Lemke,misc_pos,18.08,F,Rock Springs,WY,27971,Music therapist,1353128015,0,40
12295,2019-11-17 05:30:42,fraud_Ledner-Pfannerstill,gas_transport,69.26,M,Aledo,TX,13602,Optometrist,1353130242,0,40
12296,2019-11-17 05:59:20,fraud_Macejkovic-Lesch,shopping_pos,13.91,F,Veedersburg,IN,4049,"Development worker, community",1353131960,0,65
12297,2019-11-17 06:34:08,fraud_Corwin-Collins,gas_transport,36.48,M,Kenner,LA,68211,"Engineer, petroleum",1353134048,0,83
12298,2019-11-17 07:05:38,fraud_Kilback LLC,food_dining,49.5,M,Scarborough,ME,18760,Make,1353135938,0,91
12299,2019-11-17 07:40:41,fraud_Bartoletti-Wunsch,gas_transport,77.69,F,Louisville,KY,736284,Engineering geologist,1353138041,0,72
12300,2019-11-17 08:12:19,fraud_Emard Inc,gas_transport,52.91,F,Kingsford Heights,IN,1423,"Psychologist, forensic",1353139939,0,26
12301,2019-11-17 08:41:50,fraud_Volkman Ltd,misc_net,172.06,F,Lakeland,FL,237282,Clothing/textile technologist,1353141710,0,45
12302,2019-11-17 09:15:27,fraud_Kling Inc,gas_transport,70.52,F,Sunflower,MS,1686,"Education officer, community",1353143727,0,38
12303,2019-11-17 10:01:07,fraud_Conroy-Cruickshank,gas_transport,83.99,M,Vinton,CA,128,Education administrator,1353146467,0,58
12304,2019-11-17 10:33:09,fraud_Kling Inc,gas_transport,79.12,M,Powell,TN,25459,"Teacher, special educational needs",1353148389,0,55
12305,2019-11-17 11:10:45,fraud_Beier-Hyatt,shopping_pos,142.03,M,Desdemona,TX,407,Clothing/textile technologist,1353150645,0,46
12306,2019-11-17 11:49:38,fraud_Jewess LLC,shopping_pos,102.06,M,Indian Wells,CA,4677,Learning mentor,1353152978,0,69
12307,2019-11-17 12:12:06,fraud_Kutch-Wilderman,home,157.63,F,Centerview,MO,2368,Electronics engineer,1353154326,0,35
12308,2019-11-17 12:32:48,fraud_Abernathy and Sons,food_dining,118.37,M,Belmont,NH,7430,"Scientist, research (medical)",1353155568,0,69
12309,2019-11-17 12:52:33,"fraud_Effertz, Welch and Schowalter",entertainment,1.09,F,Hurley,SD,811,Neurosurgeon,1353156753,0,52
12310,2019-11-17 13:15:45,"fraud_Hermiston, Pacocha and Smith",health_fitness,123.5,F,Lahoma,OK,1078,"Programme researcher, broadcasting/film/video",1353158145,0,72
12311,2019-11-17 13:40:17,"fraud_Lakin, Ferry and Beatty",food_dining,6.86,F,East Andover,ME,190,Animal nutritionist,1353159617,0,54
12312,2019-11-17 14:03:24,"fraud_Gottlieb, Considine and Schultz",shopping_net,7.99,M,Mc Veytown,PA,4653,Nutritional therapist,1353161004,0,27
12313,2019-11-17 14:22:52,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,43.57,F,Paxton,MA,4845,Accounting technician,1353162172,0,98
12314,2019-11-17 14:48:22,fraud_Champlin-Casper,home,13.02,F,Munith,MI,2523,Geophysicist/field seismologist,1353163702,0,36
12315,2019-11-17 15:09:20,fraud_Kihn Inc,shopping_pos,7.69,F,Centerview,MO,2368,Electronics engineer,1353164960,0,35
12316,2019-11-17 15:33:57,fraud_Skiles LLC,home,29.02,M,Naples,FL,276002,"Programme researcher, broadcasting/film/video",1353166437,0,45
